"Отметка времени","If you weren't on master; what branch were you on? Please use the full code name of the branch, not short hand. The 'origin/' isn't needed.","What is the highest role you have in the team?","Who are you? Please use your discord name starting with a capital letter without the numbers. Don't use your server nickname.","Was this an observer game?","If this game was NOT an observer, which nation did you play? Please use the tag of the nation in capital letters.","If you did switch to any other nation, who was it? Please use the tag of the nation in capital letters. Note this is only if you legally switched, console commands don't count here.","When did you play to? Note that if you didn't play until the end of the Weltkrieg it doesn't count towards the two games per month minimum.","When in real life did you start this game?","Did you crash?","If you did crash...","Were you in single-player or multi-player?","Who won the Spanish Civil War? If one side is close to winning put them down.","When did the Spanish Civil War end?","Who won the Indochinese civil war? If one side is close to winning put them down.","When did the Indochinese civil war end?","Who won the American Civil War?","If the American Civil War was a two-way, who won it?","If the American Civil War was a three-way, who won it?","If MacArthur retreated EAST, who won the ACW?","If MacArthur retreated WEST, who won the ACW?","If MacArthur did NOT retreat, who won the ACW?","When did the American Civil War end?","Did Canada intervene in the ACW?","When did the 2nd Weltkrieg start?","Who won the French-German part of the 2nd Weltkrieg? If one side is close to winning put them down.","If Russia was socialist, who won the Russo-German part of the 2nd Weltkrieg? If one side is close to winning put them down.","If Russia was NOT socialist, who won the Russo-German part of the 2nd Weltkrieg? If one side is close to winning put them down.","If the Reichspakt lost the 2nd Weltkrieg, when did they fall?","If the Internationale lost the 2nd Weltkrieg, when did France fall?","If the Internationale lost the 2nd Weltkrieg, when did Britain fall?","If Russia lost the 2nd Weltkrieg, when did they fall?","Did the Entente collapse?","If the Entente is alive, when did it join the Weltkrieg?","If Canada was defeated, when did they fall?","If Canada was defeated, who caused it?","If National France was defeated, when did they fall?","If National France was defeated, who did it?","If Austria is alive, when did it join the Weltkrieg?","If Austria intervened in the Weltkrieg and lost, when did they fall?","If the Pact won against Bulgaria, when did they attack Austria?","Did the Belgrade Pact win against Austria?","Did National France land on the mainland?","Did Canada land on Britain?","Who controls most of the Italian peninsula?","Who won the Argentinian-Chilean war? If one side is close to winning put them down.","When did the Argentinian-Chilean War end?","Who won the Argentinian-Brazilian war? If one side is close to winning put them down.","Who won the Fourth Balkan War? If one side is close to winning put them down.","If the Ottomans went Kemalist and Russia DID NOT intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Federalist and Russia DID NOT intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Kemalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Federalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","Did Azerbaijan join the Ottomans against Persia?","Which tags revolted against the Ottomans during the course of the game? Check all that apply.","Who controls most of the Indian subcontinent?","Did the Netherlands go socialist?","Which faction did Greece join?","When did the Zhifeng War start?","When did the Second Sino-Japanese War start?","When did the Fading Sun happen?","When was Sichuan annexed?","When was Yunnan annexed?","When was Shanxi annexed?","When was Qing annexed?","When was Fengtian annexed?","Did Japan go to war with Russia?","Who united China?","How far did Japan push into China (if they attacked)?","Who won the Xinjiang Civil War?","When did the Xinjiang Civil War end?","Who won the Northwestern War?","When did the Northwestern War end?","Who was the victor of the League War?","When did the League War end?","If someone intervened in the League War, who was it?"
"2022/07/13 1:15:23 AM GMT+4","","Dev","The Alpha Dog","Yes","","","1940","2022-07-12","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1937","CSA","","","","","CSA","1940","No","Early 1940","","","","","","","","No","1940","","","","","1940","","1940","No","No","Yes, was repelled","Socialist Republic of Italy","Argentina","1939","","The Pact","","","","","No","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Belgrade Pact","1938","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","Republic of East Turkestan","1937","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/07/13 1:15:37 AM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-07-12","No","","Single-player","Kingdom of Spain","1938","Indochina","1938","","","","","","","","Yes, sided with PSA","Mid 1939","Reichspakt","","Reichspakt","","1942","","","No","1940","","","","","Did not join","","1941","No","No","No","Two Sicilies","Argentina","1939","Argentina","The Pact","The Cairo Pact","","","","No","Kurdistan;Armenia;Tripolitania;Cyrenaica","Puppeted by a foreign power","No","Third Internationale","","Did not happen","Did not happen","1941","Did not happen","1939","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","Republic of East Turkestan","1940","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/07/13 1:15:52 AM GMT+4","","Dev","The Alpha Dog","Yes","","","1945","2022-07-12","No","","Single-player","CNT-FAI","1937","GEA (with or without Vietnam)","1938","USA","","","USA","","","1940","Yes, sided with USA","Early 1940","Internationale","","Russia","1942","","","","No","1940","","","1943","Commune of France","1940","","","","Yes, was repelled","No","Socialist Republic of Italy","Argentina","1938","","Bulgaria","","The Cairo Pact","","","No","Iraq;Armenia;Cyrenaica","Split between starting nations","Yes","Third Internationale","1939","1943","Did not happen","Did not happen","Did not happen","1943","1942","Did not happen","Yes, someone else started the war","Nobody","Conquered only the coastal states","","","Ma Clique","1940","Nanjing Clique","1936",""
"2022/07/13 1:16:05 AM GMT+4","","Dev","The Alpha Dog","Yes","","","1943","2022-07-12","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1937","","","","","","","","No","Early 1940","","","","","","1941","","No","1940","","","","","Did not join","","","","Yes, was repelled","","Split between starting nations","Argentina","","","Bulgaria","The Cairo Pact","","","","Yes, but OTT still lost the war","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Entente","1938","1941","Did not happen","Did not happen","1940","1938","Did not happen","1942","No","Nobody","Could not push into China","Xinjiang Clique","1936","Mongolia and Tibet","1940","Anqing Clique","1936",""
"2022/07/13 1:16:20 AM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-07-12","No","","Single-player","CNT-FAI","1940","Indochina","1937","USA","","","USA","","","1940","Yes, sided with USA","Early 1940","Reichspakt","","Reichspakt","","1941","","","No","1940","","","","","1940","","","","Yes, successfully","Yes, was repelled","Italian Republic/Federation","Argentina","1939","","Bulgaria","The Ottoman Empire","","","","No","Hejaz;Kurdistan;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","Yes","Third Internationale","1940","Did not happen","Did not happen","1941","Did not happen","1943","1941","Did not happen","No","Fengtian alone","","","","Mongolia and Tibet","1938","Left Kuomintang","1937",""
"2022/07/13 1:16:35 AM GMT+4","","Dev","The Alpha Dog","Yes","","","1945","2022-07-12","No","","Single-player","Carlists","1940","Indochina","1938","PSA","","","PSA","","","1941","Yes, sided with PSA","Mid 1939","Reichspakt","","","","1941","","","No","1940","","","","","1940","","","","Yes, successfully","No","Italian Republic/Federation","Argentina","","","Bulgaria","The Cairo Pact","","","","No","Kurdistan;Assyria;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","","1938","1941","Did not happen","Did not happen","Did not happen","Did not happen","1942","Did not happen","Yes, someone else started the war","Fengtian alone","Conquered all of China","Republic of East Turkestan","1943","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/07/13 1:16:50 AM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-07-12","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1938","","","","","","","","No","Early 1940","Internationale","","Russia","1942","","","","No","1940","","","","","1940","1942","1940","Yes, during or after WK2","Yes, was repelled","No","Socialist Republic of Italy","Argentina","1939","","The Pact","The Ottoman Empire","","","","No","Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","1940","1941","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","1944","Yes, Russia started the war","Nobody","Conquered only the coastal states","Republic of East Turkestan","1937","Mongolia and Tibet","1938","Anqing Clique","1937",""
"2022/07/13 1:17:04 AM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-07-12","No","","Single-player","CNT-FAI","1939","GEA (with or without Vietnam)","1936","","","","","","","","Yes, declared war on CSA","Early 1940","","","","","","","","No","Did not join","","","1941","Internationale (not France)","1940","","","","Yes, was repelled","No","Socialist Republic of Italy","Argentina","","","Bulgaria","The Cairo Pact","","","","No","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","Yes","Entente","1938","","Did not happen","Did not happen","1941","1941","Did not happen","Did not happen","No","Nobody","Conquered only the coastal states","Republic of East Turkestan","1943","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/07/13 1:17:17 AM GMT+4","","Dev","The Alpha Dog","Yes","","","1943","2022-07-12","No","","Single-player","Carlists","1943","GEA (with or without Vietnam)","1937","","","","","","","","No","Early 1940","","","","","","","","No","1940","","","","","1940","","","","No","Yes, was repelled","Italian Republic/Federation","Argentina","1940","","Bulgaria","The Cairo Pact","","","","Yes, but OTT still lost the war","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Entente","1938","1942","Did not happen","1940","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","Could not push into China","Republic of East Turkestan","1940","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/07/13 3:07:47 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1946","2022-07-13","No","","Single-player","Kingdom of Spain","1939","Indochina","1938","PSA","","","","","","1945","Yes, declared war on CSA","Late 1940","Reichspakt","","Reichspakt","","1943","1944","","No","1941","","","","","1940","","","","Yes, successfully","Yes, successfully","Sardinia","Argentina","1940","","Bulgaria","The Ottoman Empire","","","","No","Kurdistan;Assyria;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Third Internationale","Did not happen","Did not happen","Did not happen","Did not happen","1944","1938","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","Xinjiang Clique","1937","Mongolia and Tibet","1938","Left Kuomintang","1937",""
"2022/07/13 3:08:30 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1943","2022-07-13","No","","Single-player","Kingdom of Spain","1942","Indochina","1938","","","","","","","","No","Mid 1940","","","","","","","","No","1940","","","","","1941","","","","Yes, was repelled","No","Split between starting nations","Argentina","1941","","Bulgaria","The Ottoman Empire","","","","No","Iraq;Kurdistan;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Third Internationale","1938","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","1940","Did not happen","No","Left-KMT","","","","Mongolia and Tibet","1942","Left Kuomintang","1936",""
"2022/07/13 3:09:44 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1945","2022-07-13","No","","Single-player","Kingdom of Spain","1940","GEA (with or without Vietnam)","","","","","","","","","No","Early 1940","Internationale","","Russia","1941","","","","Yes, during or after WK2","1940","1944","Internationale","1942","Commune of France","1940","1941","1940","Yes, during or after WK2","Yes, was repelled","No","Socialist Republic of Italy","Argentina","1939","","The Pact","The Cairo Pact","","","","Yes, but OTT still lost the war","Iraq;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","Belgrade Pact","1939","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","1944","Did not happen","Yes, someone else started the war","Nobody","","Republic of East Turkestan","1938","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/07/13 3:10:29 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1943","2022-07-13","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","","CSA","","","CSA","","","1941","Yes, declared war on CSA","Late 1940","","","","","","1941","","No","1940","","","","","Did not join","","1941","No","Yes, was repelled","Yes, successfully","Split between starting nations","Argentina","1938","","The Pact","The Ottoman Empire","","","","Yes, and OTT won the war","Iraq;Kurdistan;Cyprus;Armenia;Cyrenaica","Bharatiya Commune","Yes","Entente","1941","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","","","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/07/13 3:11:21 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1945","2022-07-13","No","","Single-player","CNT-FAI","1937","GEA (with or without Vietnam)","1937","PSA","","","","","","1943","Yes, sided with PSA","Early 1940","Reichspakt","","Reichspakt","","1945","","","No","1940","","","","","1944","","1944","No","Yes, successfully","No","Split between starting nations","Argentina","1938","","The Pact","","","","","No","Kurdistan;Cyprus;Armenia;Tripolitania","Bharatiya Commune","No","Reichspakt","1939","1941","Did not happen","Did not happen","Did not happen","1940","Did not happen","Did not happen","Yes, someone else started the war","Nobody","Conquered only the coastal states","Republic of East Turkestan","1939","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/07/13 3:12:03 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1945","2022-07-13","No","","Single-player","Kingdom of Spain","1937","GEA (with or without Vietnam)","1936","CSA","","","","","CSA","1942","No","Early 1940","","","","","","","","No","1940","","","","","1940","","","","Yes, was repelled","No","Split between starting nations","Argentina","1938","","Bulgaria","The Cairo Pact","","","","Yes, but OTT still lost the war","Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","Did not happen","Did not happen","Did not happen","1941","1942","Did not happen","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","","","Mongolia and Tibet","1941","Anqing Clique","1936",""
"2022/07/13 3:13:09 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1943","2022-07-13","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1937","PSA","","","PSA","","","1941","Yes, sided with PSA","Late 1940","","","","","","1942","","No","1941","","","","","1942","","1942","No","Yes, was repelled","Yes, successfully","Socialist Republic of Italy","Argentina","1938","","The Pact","","The Ottoman Empire","","","No","Armenia;Cyrenaica","Split between starting nations","No","Reichspakt","1938","Did not happen","Did not happen","Did not happen","Did not happen","Before 1938","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","Republic of East Turkestan","1938","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/07/13 3:14:08 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1946","2022-07-13","No","","Single-player","Kingdom of Spain","1938","Indochina","1940","TEX","","","TEX","","","1945","No","Late 1940","Reichspakt","","","","1944","1941","","No","1940","","","","","1941","","1941","No","Yes, successfully","Yes, successfully","Socialist Republic of Italy","Argentina","1938","","The Pact","The Cairo Pact","","","","Yes, but OTT still lost the war","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Reichspakt","Did not happen","Did not happen","Did not happen","Did not happen","1939","Did not happen","Did not happen","Did not happen","No","Nobody","","Kumul Khanate","1943","","","Anqing Clique","1936",""
"2022/07/13 3:15:19 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1945","2022-07-13","No","","Single-player","CNT-FAI","1937","GEA (with or without Vietnam)","1939","PSA","","","PSA","","","1944","No","Mid 1940","Internationale","","Russia","1942","","","","No","1940","","","1943","Internationale (not France)","1940","","1940","Yes, before WK2","Yes, was repelled","No","Split between starting nations","Chile","1939","","The Pact","The Ottoman Empire","","","","Yes, and OTT won the war","Kurdistan;Assyria;Cyprus;Armenia;Cyrenaica","Bharatiya Commune","No","Moscow Accord","1939","1940","Did not happen","1943","1942","Did not happen","Did not happen","Did not happen","No","Nobody","Conquered all of China","Republic of East Turkestan","1938","Mongolia and Tibet","1939","Shandong Clique","1936",""
"2022/07/13 3:16:05 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1945","2022-07-13","No","","Single-player","Carlists","1941","GEA (with or without Vietnam)","1940","","","","","","","","Yes, sided with PSA","Early 1940","Reichspakt","","Reichspakt","","1945","1945","","Yes, during or after WK2","1940","1942","CSA","","","1940","","","","Yes, successfully","No","Socialist Republic of Italy","Chile","1938","Argentina","Bulgaria","The Ottoman Empire","","","","No","Armenia;Cyrenaica","Bharatiya Commune","No","Third Internationale","1939","Did not happen","Did not happen","Did not happen","1939","Did not happen","Did not happen","Did not happen","No","Nobody","","Xinjiang Clique","1936","Mongolia and Tibet","1939","Shandong Clique","1937",""
"2022/07/13 3:17:18 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1946","2022-07-13","No","","Single-player","CNT-FAI","1938","GEA (with or without Vietnam)","1937","PSA","","","PSA","","","1941","Yes, sided with PSA","Late 1940","Reichspakt","","Russia","1944","1945","1941","","No","","","","","","1941","1945","1941","Yes, before WK2","Yes, successfully","Yes, successfully","Socialist Republic of Italy","Argentina","1939","","The Pact","The Cairo Pact","","","","Yes, but OTT still lost the war","Assyria;Cyprus;Armenia;Cyrenaica","Princely Federation/Hyderabad","No","Entente","1940","1942","Did not happen","1944","1943","1945","1943","1944","No","Nobody","Conquered all of China","Republic of East Turkestan","1942","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/07/13 3:18:01 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1945","2022-07-13","No","","Single-player","Kingdom of Spain","1938","","","CSA","","","CSA","","","1941","Yes, sided with USA","Mid 1940","Internationale","","Russia","1945","","","","No","1940","","","","","1940","","","","Yes, was repelled","Yes, was repelled","Split between starting nations","Argentina","1938","Argentina","Bulgaria","","The Cairo Pact","","","Yes, but OTT still lost the war","Iraq;Assyria;Armenia;Cyrenaica","Split between starting nations","No","Entente","1940","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","Xinjiang Clique","1937","Ma Clique","1938","Nanjing Clique","1937",""
"2022/07/13 3:21:09 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1945","2022-07-13","No","","Single-player","CNT-FAI","1937","GEA (with or without Vietnam)","1938","","","","","","","","No","Late 1940","Internationale","","Russia","1943","","","","Yes, during or after WK2","1940","1945","Internationale","1944","Commune of France","1941","1944","","","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","Argentina","1938","","Bulgaria","","","","","No","Kurdistan;Assyria;Cyprus;Armenia;Cyrenaica","Bharatiya Commune","Yes","Moscow Accord","1938","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","","","Ma Clique","1941","Left Kuomintang","1937",""
"2022/07/14 11:46:19 AM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-07-14","No","","Single-player","CNT-FAI","1938","","","","","","","","","","Yes, sided with USA","Mid 1940","Internationale","","Russia","1943","","","","No","Did not join","","","1940","Internationale (not France)","1942","","","","Yes, was repelled","No","Socialist Republic of Italy","Argentina","1938","","Bulgaria","The Ottoman Empire","","","","Yes, and OTT won the war","Hejaz;Kurdistan;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Third Internationale","1939","1942","Did not happen","1944","1942","Did not happen","1941","1943","No","Nobody","Conquered all of China","Republic of East Turkestan","1942","Mongolia and Tibet","1938","Nanjing Clique","1937",""
"2022/07/14 11:46:34 AM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-07-14","No","","Single-player","CNT-FAI","1937","GEA (with or without Vietnam)","1936","","","","","","","","No","Late 1940","Internationale","","Russia","1943","","1942","","No","1940","","","","","1941","","1941","No","No","Yes, successfully","Socialist Republic of Italy","Argentina","1943","","The Pact","The Ottoman Empire","","","","No","Cyprus;Armenia","Princely Federation/Hyderabad","Yes","Reichspakt","1939","1941","Did not happen","Did not happen","Did not happen","Did not happen","1942","Did not happen","Yes, Russia started the war","Nobody","Could not push into China","","","","","Shandong Clique","1937",""
"2022/07/14 11:46:48 AM GMT+4","","Dev","Pelmen","Yes","","","1942","2022-07-14","No","","Single-player","CNT-FAI","1938","Indochina","1936","USA","USA","","","","","1938","No","Late 1940","","","","","","1942","","No","1940","","","1940","Internationale (not France)","1941","","","","No","Yes, successfully","Two Sicilies","Argentina","1942","","Bulgaria","The Ottoman Empire","","","","No","Iraq;Kurdistan;Cyprus;Armenia","Split between starting nations","Yes","Moscow Accord","1938","Did not happen","Did not happen","Did not happen","Did not happen","1940","Did not happen","Did not happen","No","Nobody","","","","Mongolia and Tibet","1939","Left Kuomintang","1937",""
"2022/07/14 11:47:03 AM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-07-14","No","","Single-player","CNT-FAI","1939","Indochina","1938","CSA","","","CSA","","","1944","Yes, sided with PSA","Early 1940","Reichspakt","","Reichspakt","","1943","","","No","1940","","","","","1940","","1940","No","Yes, successfully","No","Italian Republic/Federation","Argentina","1938","","The Pact","The Cairo Pact","","","","Yes, but OTT still lost the war","Iraq;Kurdistan;Armenia;Tripolitania","Bharatiya Commune","No","Moscow Accord","1938","1944","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","Could not push into China","","","Mongolia and Tibet","1938","Anqing Clique","1937",""
"2022/07/14 11:47:18 AM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-07-14","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1936","USA","","","","","USA","1940","Yes, sided with USA","Mid 1940","","","","","","1941","","No","1940","","","","","1940","","","","Yes, was repelled","Yes, successfully","Split between starting nations","Argentina","1939","","Bulgaria","The Ottoman Empire","","","","No","Kurdistan;Assyria;Armenia;Tripolitania;Cyrenaica","Dominion of India","No","Third Internationale","1938","Did not happen","Did not happen","Did not happen","1939","Did not happen","1940","Did not happen","No","Nobody","","Republic of East Turkestan","1942","Mongolia and Tibet","1939","Anqing Clique","1937",""
"2022/07/14 11:47:34 AM GMT+4","","Dev","Pelmen","Yes","","","1945","2022-07-14","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1938","NEE","","","","NEE","","1942","Yes, sided with PSA","Early 1939","Internationale","","Russia","1942","","","","No","Did not join","","","1944","Someone else","1939","1942","1940","Yes, during or after WK2","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","Argentina","1939","","The Pact","The Cairo Pact","","","","No","Kurdistan;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Third Internationale","1938","1941","Did not happen","1942","1942","1942","Did not happen","Did not happen","No","Nobody","Conquered all but the interior (Sichuan, Yunnan, Shanxi)","Republic of East Turkestan","1941","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/07/14 11:47:48 AM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-07-14","No","","Single-player","CNT-FAI","1938","GEA (with or without Vietnam)","1939","USA","","","USA","","","1943","Yes, sided with USA","Early 1939","","","","","","1940","","No","1940","","","","","1940","","","","Yes, was repelled","Yes, successfully","Two Sicilies","Argentina","1939","","Bulgaria","The Cairo Pact","","","","No","Iraq;Kurdistan;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Third Internationale","1938","1944","Did not happen","1943","Did not happen","Before 1938","1940","Did not happen","No","Nobody","Could not push into China","Republic of East Turkestan","1938","Mongolia and Tibet","1938","Anqing Clique","1937",""
"2022/07/14 11:48:02 AM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-07-14","No","","Single-player","CNT-FAI","1938","GEA (with or without Vietnam)","1938","USA","","","","","USA","1939","Yes, sided with USA","Late 1940","","","","","","1941","","No","Did not join","","","","","1941","","","","Yes, was repelled","Yes, successfully","Italian Republic/Federation","Chile","1938","","Bulgaria","","","","","No","Kurdistan;Assyria;Cyprus;Armenia;Cyrenaica","Dominion of India","No","Belgrade Pact","Before 1938","1941","Did not happen","Did not happen","Did not happen","1942","1940","Did not happen","Yes, someone else started the war","Fengtian alone","Conquered all of China","Republic of East Turkestan","1938","Mongolia and Tibet","1943","Left Kuomintang","1937",""
"2022/07/14 11:48:17 AM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-14","No","","Single-player","CNT-FAI","1938","GEA (with or without Vietnam)","1936","PSA","","","","","PSA","1940","Yes, sided with PSA","Early 1940","","","","","","1942","","No","1940","","","","","1942","","1942","No","Yes, was repelled","Yes, successfully","Split between starting nations","Argentina","1941","","The Pact","","","","","No","Iraq;Kurdistan;Armenia;Cyrenaica","Bharatiya Commune","Yes","Reichspakt","Did not happen","Did not happen","Did not happen","1941","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Kumul Khanate","1942","Mongolia and Tibet","1939","Anqing Clique","1936",""
"2022/07/14 11:48:31 AM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-07-14","No","","Single-player","CNT-FAI","1938","","","","","","","","","","Yes, sided with PSA","Early 1940","Reichspakt","","Reichspakt","","1943","","","No","1940","","","","","1942","","Did not join","","No","Yes, was repelled","Two Sicilies","Argentina","1938","","The Pact","The Cairo Pact","","","","Yes, but OTT still lost the war","Iraq;Kurdistan;Cyprus;Armenia;Cyrenaica","Bharatiya Commune","No","Belgrade Pact","1938","1942","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","Conquered only the coastal states","Republic of East Turkestan","1941","Mongolia and Tibet","1938","Left Kuomintang","1937",""
"2022/07/14 11:48:46 AM GMT+4","","Dev","Pelmen","Yes","","","1942","2022-07-14","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1939","NEE","","","","","NEE","1941","No","Early 1940","Reichspakt","","","","1942","","","No","1940","","","","","1942","","","","Yes, successfully","Yes, was repelled","Socialist Republic of Italy","Argentina","1940","","Bulgaria","","","","","No","Iraq;Kurdistan;Armenia","Split between starting nations","Yes","Third Internationale","Before 1938","Did not happen","Did not happen","Did not happen","Did not happen","1940","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1939","Mongolia and Tibet","1938","Left Kuomintang","1937",""
"2022/07/14 11:48:59 AM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-07-14","No","","Single-player","Kingdom of Spain","1938","Indochina","1938","","","","","","","","Yes, sided with PSA","Early 1940","","","","","","1941","","No","1940","","","","","1940","","","","Yes, was repelled","No","Split between starting nations","Argentina","1938","","","The Ottoman Empire","","","","No","Iraq;Kurdistan;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Belgrade Pact","1939","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","1940","Did not happen","No","Nobody","","Republic of East Turkestan","1939","Mongolia and Tibet","1939","Left Kuomintang","1936",""
"2022/07/14 11:49:14 AM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-14","No","","Single-player","CNT-FAI","1939","GEA (with or without Vietnam)","1936","","","","","","","","No","Early 1940","","","","","","1941","","No","1940","","","","","1940","","1940","No","Yes, was repelled","Yes, successfully","Socialist Republic of Italy","Argentina","1940","","The Pact","","","","","No","Kurdistan;Armenia;Tripolitania;Cyrenaica","Split between starting nations","Yes","Entente","1938","1941","Did not happen","Did not happen","Did not happen","Did not happen","1941","Did not happen","No","Nobody","Conquered all but the interior (Sichuan, Yunnan, Shanxi)","Republic of East Turkestan","1942","Mongolia and Tibet","1938","Left Kuomintang","1937",""
"2022/07/14 11:49:28 AM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-07-14","No","","Single-player","CNT-FAI","1938","Indochina","1939","NEE","","","","NEE","","1943","Yes, sided with PSA","Early 1939","","","","","","","","No","1940","","","","","1939","","","","No","Yes, was repelled","Split between starting nations","Chile","1939","","Bulgaria","The Ottoman Empire","","","","No","Hejaz;Armenia;Tripolitania","Split between starting nations","No","Third Internationale","1938","1941","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","Conquered only the coastal states","Republic of East Turkestan","1937","Ma Clique","1941","Nanjing Clique","1936",""
