"Отметка времени","If you weren't on master; what branch were you on? Please use the full code name of the branch, not short hand. The 'origin/' isn't needed.","What is the highest role you have in the team?","Who are you? Please use your discord name starting with a capital letter without the numbers. Don't use your server nickname.","Was this an observer game?","When did you play to? Note that if you didn't play until the end of the Weltkrieg it doesn't count towards the two games per month minimum.","When in real life did you start this game?","Did you crash?","If you did crash...","Were you in single-player or multi-player?","Who won the Spanish Civil War?","When did the Spanish Civil War end?","Who won the Indochinese War?","When did the Indochinese civil war end?","Who won the American Civil War?","If the American Civil War was a two-way, who won it?","If the American Civil War was a three-way, who won it?","If MacArthur retreated EAST, who won the ACW?","If MacArthur retreated WEST, who won the ACW?","If MacArthur did NOT retreat, who won the ACW?","When did the American Civil War end?","Did Canada intervene in the ACW?","When did the 2nd Weltkrieg start?","Who won the Franco-German part of the 2nd Weltkrieg?","Who won the Russo-German part of the 2nd Weltkrieg?","If the Reichspakt lost the 2nd Weltkrieg, when did they fall?","If the Internationale lost the 2nd Weltkrieg, when did France fall?","If the Internationale lost the 2nd Weltkrieg, when did Britain fall?","If Russia lost the 2nd Weltkrieg, when did they fall?","Did the Entente collapse?","If the Entente is alive, when did it join the Weltkrieg?","If Canada was defeated, when did they fall?","If Canada was defeated, who caused it?","If National France was defeated, when did they fall?","If National France was defeated, who did it?","If Austria is alive, when did it join the Weltkrieg?","If Austria intervened in the Weltkrieg and lost, when did they fall?","If the Pact won against Bulgaria, when did they attack Austria?","Did the Belgrade Pact win against Austria?","Did National France land on the mainland?","Did Canada land on Britain?","Who controls most of the Italian peninsula?","Who won the Argentinian-Chilean war?","When did the Argentinian-Chilean War end?","Who won the Argentinian-Brazilian war?","Who won the Fourth Balkan War? If one side is close to winning put them down.","When did the Fourth Balkan War end?","If the Ottomans went Kemalist and Russia DID NOT intervene against them, who won the War in the Desert?","If the Ottomans went Federalist and Russia DID NOT intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Kemalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Federalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","When did the War in the Desert end?","Did Azerbaijan join the Ottomans against Persia?","Which tags revolted against the Ottomans during the course of the game? Check all that apply.","Who controls most of the Indian subcontinent?","Did the Netherlands go socialist?","Which faction did Greece join?","When did the Zhifeng War start?","When did the Second Sino-Japanese War start?","When did the Fading Sun happen?","When was Sichuan annexed?","When was Yunnan annexed?","When was Shanxi annexed?","When was Qing annexed?","When was Fengtian annexed?","Did Japan go to war with Russia?","Who united China?","How far did Japan push into China (if they attacked)?","Who won the Xinjiang Civil War?","When did the Xinjiang Civil War end?","Who won the Northwestern War?","When did the Northwestern War end?","Who was the victor of the League War?","When did the League War end?","If someone intervened in the League War, who was it?"
"2022/08/13 7:30:35 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1936","Nobody","","","","Nobody","","Did not end","No","Early 1939","Internationale","Russia","1940","","","","No","1940","","","","","1939","","1939","No","Yes, was repelled","No","Split between starting nations","Chile","1937","Did not happen","The Pact","","The Cairo Pact","","","","1940","Yes, but OTT still lost the war","Iraq;Hejaz;Kurdistan;Cyprus;Armenia","Split between starting nations","Yes","Moscow Accord","1938","Did not happen","Did not happen","Did not happen","Did not happen","1938","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1939","Nobody","Did not end","Nanjing Clique","Quarter 4, 1936",""
"2022/08/13 7:30:55 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1936","USA","","","","","USA","1940","No","Mid 1939","Nobody","Nobody","","","","","No","1939","","","","","1940","","1940","No","No","No","Split between starting nations","Chile","1937","Did not happen","The Pact","1937","The Cairo Pact","","","","1940","No","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","1939","Did not happen","Did not happen","","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Nobody","Did not end","Mongolia and Tibet","1939","Shandong Clique","Quarter 1, 1937",""
"2022/08/13 7:31:14 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Kingdom of Spain","1937","GEA (with or without Vietnam)","1936","Nobody","","","","Nobody","","Did not end","No","Mid 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","Did not join","","No","No","Split between starting nations","Argentina","1938","Did not happen","The Pact","1937","Nobody","The Ottoman Empire","","","1940","No","Kurdistan;Armenia;Cyrenaica","Split between starting nations","Yes","Reichspakt","1940","Did not happen","Did not happen","Did not happen","Did not happen","Before 1938","Did not happen","Did not happen","No","Nobody","","Nobody","Did not end","Mongolia and Tibet","1940","Nanjing Clique","Quarter 4, 1936",""
"2022/08/13 7:39:59 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1937","CSA","","","","","CSA","1939","No","Late 1940","Nobody","Nobody","","","","","No","1940","","","","","Did not join","","Did not join","","Yes, was repelled","No","Socialist Republic of Italy","Chile","1938","Did not happen","The Pact","1937","The Ottoman Empire","","","","1940","No","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1938","Mongolia and Tibet","1938","Nanjing Clique","Quarter 1, 1937",""
"2022/08/13 7:40:17 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1937","Nobody","","","Nobody","","","Did not end","No","Early 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","1940","No","Yes, was repelled","No","Split between starting nations","Chile","1938","Did not happen","The Pact","1937","Nobody","","","","Did not end","Yes, and the war did not end","Hejaz;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","Yes","Belgrade Pact","1938","1941","Did not happen","Did not happen","Did not happen","Did not happen","1940","Did not happen","No","Nobody","Could not push into China","Republic of East Turkestan","1937","Mongolia and Tibet","1940","Anqing Clique","Quarter 3, 1937",""
"2022/08/13 7:40:35 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1936","CSA","","","CSA","","","1940","Yes, sided with PSA","Mid 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","","","No","No","Split between starting nations","Chile","1938","Did not happen","Bulgaria","1937","The Ottoman Empire","","","","1940","No","Armenia;Tripolitania;Cyrenaica","Split between starting nations","Yes","Third Internationale","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Xinjiang Clique","1937","Mongolia and Tibet","1938","Anqing Clique","Quarter 1, 1937",""
"2022/08/13 7:40:52 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1936","NEE","","","","NEE","","1939","Yes, sided with PSA","Mid 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","","","Yes, was repelled","No","Split between starting nations","Chile","1939","Did not happen","Bulgaria","1938","The Ottoman Empire","","","","1939","Yes, and OTT won the war","Iraq;Hejaz;Kurdistan;Armenia;Cyrenaica","Split between starting nations","Yes","Third Internationale","1938","Did not happen","Did not happen","Did not happen","Did not happen","1940","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1939","Ma Clique","1940","Nanjing Clique","Quarter 4, 1936",""
"2022/08/13 7:41:11 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1937","Nobody","Did not end","Nobody","","","","","Nobody","Did not end","No","Late 1940","Nobody","Nobody","","","","","No","1941","","","","","1941","","1941","No","No","No","Socialist Republic of Italy","Argentina","1940","Did not happen","The Pact","1937","Nobody","Nobody","","","Did not end","No","Assyria;Armenia;Cyrenaica","Split between starting nations","Yes","Reichspakt","Did not happen","Did not happen","Did not happen","1941","","Did not happen","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1939","Mongolia and Tibet","1939","Nanjing Clique","Quarter 4, 1936",""
"2022/08/13 7:41:29 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1937","USA","USA","","","","","1938","No","Mid 1940","Nobody","Nobody","","","","","No","1940","","","","","1941","","","","Yes, was repelled","No","Split between starting nations","Chile","1938","Did not happen","Bulgaria","1938","Nobody","","","","Did not end","No","Iraq;Kurdistan;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","1939","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","","Did not end","Nobody","Did not end","Left Kuomintang","Quarter 1, 1937",""
"2022/08/13 7:41:47 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1937","Indochina","1938","USA","","","USA","","","1941","Yes, sided with USA","Mid 1940","Nobody","Nobody","","","","","No","1940","","","","","1941","","","","No","No","Socialist Republic of Italy","Chile","1938","Did not happen","Bulgaria","1938","The Cairo Pact","","","","1939","Yes, but OTT still lost the war","Kurdistan;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Third Internationale","1938","Did not happen","Did not happen","","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1939","Mongolia and Tibet","1939","Shandong Clique","Quarter 2, 1937",""
"2022/08/13 7:42:05 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","Indochina","1938","USA","","USA","","","","1939","No","Early 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","1940","No","No","Yes, was repelled","Socialist Republic of Italy","Chile","1938","Did not happen","The Pact","1937","The Cairo Pact","","","","1939","Yes, but OTT still lost the war","Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","1938","Did not happen","Did not happen","Did not happen","Did not happen","1939","Did not happen","Did not happen","No","","","Nobody","Did not end","Mongolia and Tibet","1940","Anqing Clique","Quarter 4, 1936",""
"2022/08/13 7:42:23 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1937","Nobody","","","","","Nobody","Did not end","No","Early 1940","Internationale","Russia","1941","","","","No","Did not join","","","","","1940","","1941","No","No","","Split between starting nations","Argentina","1939","Did not happen","The Pact","1937","Nobody","","","","Did not end","No","Iraq;Hejaz;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","1939","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1939","Mongolia and Tibet","1938","Nanjing Clique","Quarter 4, 1936",""
"2022/08/13 7:42:42 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","Nobody","Did not end","USA","","","USA","","","1940","No","Early 1939","Internationale","Russia","1939","","","","No","1941","","","","","1939","1939","1939","Yes, during or after WK2","No","No","Socialist Republic of Italy","Chile","1938","Did not happen","The Pact","1937","Nobody","","","","Did not end","No","Iraq;Hejaz;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","Yes","Belgrade Pact","1938","1940","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","1941","Started by Russia","Nobody","Could not push into China","Nobody","Did not end","Mongolia and Tibet","1939","Anqing Clique","Quarter 1, 1937",""
"2022/08/13 7:43:01 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1938","Nobody","","","","","Nobody","Did not end","No","Early 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","1940","No","No","No","Socialist Republic of Italy","Argentina","1939","Did not happen","The Pact","1937","The Ottoman Empire","","","","1940","No","Iraq;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","Did not happen","Did not happen","Did not happen","1939","1940","Before 1938","Did not happen","Did not happen","No","Nobody","","Nobody","Did not end","Mongolia and Tibet","1941","Nanjing Clique","Quarter 1, 1937",""
"2022/08/13 7:43:19 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1938","Nobody","","","","Nobody","","Did not end","Yes, sided with USA","Early 1939","Internationale","Russia","1940","","","","No","1940","","","","","1939","","","","No","Yes, was repelled","Split between starting nations","Chile","1938","Did not happen","Bulgaria","1937","Nobody","","","","Did not end","No","Kurdistan;Armenia;Cyrenaica","Split between starting nations","Yes","Moscow Accord","1939","Did not happen","","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Nobody","Did not end","Mongolia and Tibet","1940","Nanjing Clique","Quarter 1, 1937",""
"2022/08/13 7:43:37 PM GMT+4","","Dev","miwaco","Yes","1940","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1936","Nobody","","Nobody","","","","Did not end","No","","Nobody","Nobody","","","","","No","Did not join","","","","","Did not join","","Did not join","","No","No","Socialist Republic of Italy","Chile","1938","Did not happen","The Pact","1937","The Cairo Pact","","","","1940","Yes, but OTT still lost the war","Hejaz;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Belgrade Pact","Did not happen","Did not happen","Did not happen","1938","Did not happen","Before 1938","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1939","Nobody","Did not end","Left Kuomintang","Quarter 4, 1936",""
"2022/08/13 7:43:55 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Kingdom of Spain","1939","Indochina","1938","USA","USA","","","","","1938","No","Early 1940","Nobody","Nobody","","","","","No","1941","","","","","1940","","","","No","No","Socialist Republic of Italy","Chile","1938","Did not happen","Bulgaria","1938","Nobody","","","","Did not end","No","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","1939","","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1937","Mongolia and Tibet","1939","Left Kuomintang","Quarter 4, 1936",""
"2022/08/13 7:44:13 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1937","Indochina","1939","Nobody","","","Nobody","","","Did not end","No","Mid 1940","Nobody","","","","","","No","1940","","","","","Did not join","","","","No","No","Split between starting nations","Chile","1938","Did not happen","Bulgaria","1937","The Ottoman Empire","","","","1940","Yes, and OTT won the war","Iraq;Kurdistan;Armenia;Tripolitania","Split between starting nations","No","Third Internationale","1940","","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Xinjiang Clique","1936","Mongolia and Tibet","1940","Nanjing Clique","Quarter 4, 1936",""
"2022/08/13 7:44:32 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1937","CSA","","CSA","","","","1940","No","Early 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","","","No","No","Split between starting nations","Argentina","1940","Did not happen","Bulgaria","1939","The Cairo Pact","","","","1940","Yes, but OTT still lost the war","Iraq;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","Did not happen","Did not happen","Did not happen","1940","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1941","Mongolia and Tibet","1940","Left Kuomintang","Quarter 4, 1936",""
"2022/08/13 7:44:49 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","Indochina","1940","Nobody","","","","","Nobody","Did not end","No","Mid 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","","","No","No","Socialist Republic of Italy","Chile","1938","Did not happen","Bulgaria","1939","The Ottoman Empire","","","","1939","Yes, and OTT won the war","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Third Internationale","1939","Did not happen","","Did not happen","1940","1939","Did not happen","Did not happen","No","Nobody","","Nobody","Did not end","Mongolia and Tibet","1939","Nanjing Clique","Quarter 4, 1936",""
"2022/08/13 7:45:07 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","Nobody","Did not end","Nobody","","","Nobody","","","Did not end","Yes, sided with USA","Early 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","Did not join","","No","","Socialist Republic of Italy","Argentina","1939","Did not happen","The Pact","1937","Nobody","","","","Did not end","Yes, and the war did not end","Kurdistan;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","Yes","Belgrade Pact","1940","Did not happen","Did not happen","Did not happen","Did not happen","Before 1938","Did not happen","Did not happen","Started by Transamur","Nobody","","Republic of East Turkestan","1938","Mongolia and Tibet","1939","Left Kuomintang","Quarter 1, 1937",""
"2022/08/13 7:45:26 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","Indochina","1938","CSA","","","","","CSA","1941","No","Late 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","Did not join","","No","No","Socialist Republic of Italy","Chile","1937","Did not happen","The Pact","1938","Nobody","","","","Did not end","No","Hejaz;Cyprus;Armenia;Tripolitania","Split between starting nations","No","Belgrade Pact","Did not happen","Did not happen","Did not happen","1940","Did not happen","1940","Did not happen","Did not happen","No","Nobody","","Xinjiang Clique","1937","Mongolia and Tibet","1940","Left Kuomintang","Quarter 1, 1937",""
"2022/08/13 7:45:44 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1937","Nobody","","","","Nobody","","Did not end","No","Early 1940","Nobody","Nobody","","","","","No","1940","","","","","1941","","Did not join","","Yes, was repelled","No","Split between starting nations","Chile","1938","Did not happen","The Pact","1937","Nobody","","","","Did not end","No","Iraq;Hejaz;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","Yes","Belgrade Pact","1940","Did not happen","Did not happen","Did not happen","1941","Before 1938","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1938","Ma Clique","1940","Nanjing Clique","Quarter 4, 1936",""
"2022/08/13 7:46:04 PM GMT+4","","Dev","miwaco","Yes","1940","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1939","USA","","USA","","","","1940","Yes, declared war on CSA","Early 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","1940","No","No","No","Socialist Republic of Italy","Chile","1938","Did not happen","The Pact","1937","The Ottoman Empire","","","","1940","No","Iraq;Armenia;Tripolitania","Split between starting nations","No","Third Internationale","1939","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1939","Mongolia and Tibet","1938","Anqing Clique","Quarter 1, 1937",""
"2022/08/13 7:46:22 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","Indochina","1937","Nobody","","","","Nobody","","Did not end","Yes, sided with PSA","Late 1940","Nobody","Nobody","","","","","No","1941","","","","","Did not join","","Did not join","","No","No","Split between starting nations","Chile","1937","Did not happen","The Pact","1937","Nobody","","","","Did not end","No","Armenia;Cyrenaica","Split between starting nations","No","Moscow Accord","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","1939","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1938","Mongolia and Tibet","1939","Nanjing Clique","Quarter 1, 1937",""
"2022/08/13 7:46:42 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","Nobody","Did not end","Nobody","","","Nobody","","","Did not end","No","Early 1939","Nobody","Nobody","","","","","No","Did not join","","","","","1939","","1939","No","Yes, was repelled","No","Split between starting nations","Argentina","1938","Did not happen","The Pact","1937","Nobody","","","","Did not end","No","Kurdistan;Cyprus;Armenia","Split between starting nations","No","Belgrade Pact","1938","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1937","Mongolia and Tibet","1938","Nanjing Clique","Quarter 4, 1936",""
"2022/08/13 7:47:00 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1937","Nobody","","Nobody","","","","Did not end","No","Early 1940","Nobody","","","","","","No","Did not join","","","","","1940","","1940","No","No","No","Split between starting nations","Chile","1938","Did not happen","The Pact","1937","The Ottoman Empire","","","","1939","No","Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","1940","Did not happen","Did not happen","Did not happen","Did not happen","Before 1938","Did not happen","Did not happen","No","Nobody","","Nobody","Did not end","Mongolia and Tibet","1941","Nanjing Clique","Quarter 1, 1937",""
"2022/08/13 7:47:19 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1940","GEA (with or without Vietnam)","1936","PSA","","","","","PSA","1940","No","Early 1939","Internationale","Russia","1941","","","","No","Did not join","","","","","1939","","1939","No","No","No","Split between starting nations","Chile","1939","Did not happen","The Pact","1938","Nobody","","","","Did not end","No","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Before 1938","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1937","Nobody","Did not end","Nanjing Clique","Quarter 4, 1936",""
"2022/08/13 7:47:38 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1938","Nobody","","","","Nobody","","Did not end","Yes, sided with USA","Early 1940","Nobody","Nobody","","","","","No","1941","","","","","1940","","","","No","No","Split between starting nations","Chile","1938","Did not happen","Bulgaria","1940","Nobody","","","","Did not end","Yes, and the war did not end","Kurdistan;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","Yes","Third Internationale","1939","Did not happen","Did not happen","1939","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Nobody","Did not end","Mongolia and Tibet","1939","Anqing Clique","Quarter 4, 1936",""
"2022/08/13 7:47:56 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1937","Nobody","","","","","Nobody","Did not end","No","Mid 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","1940","No","Yes, was repelled","No","Split between starting nations","Chile","1938","Did not happen","The Pact","1937","Nobody","","","","Did not end","No","Iraq;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Belgrade Pact","Did not happen","Did not happen","Did not happen","1941","1940","1940","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1938","Mongolia and Tibet","1939","Left Kuomintang","Quarter 1, 1937",""
"2022/08/13 7:48:15 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1936","Nobody","","","","Nobody","","Did not end","No","Early 1940","Internationale","Russia","1940","","","","No","1940","","","","","1940","","1940","No","No","No","Socialist Republic of Italy","Peaceful Reunification","Did not end","Did not happen","The Pact","1937","The Ottoman Empire","","","","1940","No","Iraq;Hejaz;Kurdistan;Armenia;Cyrenaica","Split between starting nations","Yes","Moscow Accord","1940","Did not happen","","1939","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1939","Mongolia and Tibet","1938","Nanjing Clique","Quarter 4, 1936",""
"2022/08/13 7:48:34 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1939","GEA (with or without Vietnam)","1937","TEX","","","","","TEX","1940","No","Early 1940","Nobody","Nobody","","","","","No","1940","","","","","Did not join","","Did not join","","Yes, was repelled","No","Split between starting nations","Chile","1938","Did not happen","The Pact","1937","The Cairo Pact","","","","1939","Yes, but OTT still lost the war","Iraq;Assyria;Cyprus;Armenia;Tripolitania","Split between starting nations","Yes","Donau-Adriabund","Did not happen","Did not happen","Did not happen","Did not happen","1941","Did not happen","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1939","","1939","Left Kuomintang","Quarter 4, 1936",""
"2022/08/13 7:48:53 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1937","USA","USA","","","","","1938","No","Mid 1940","Internationale","Russia","1941","","","","No","1940","","","","","1940","","1940","No","No","No","Socialist Republic of Italy","Chile","1938","Did not happen","The Pact","1937","Nobody","","","","Did not end","Yes, and the war did not end","Iraq;Cyprus;Armenia;Cyrenaica","Split between starting nations","No","Belgrade Pact","1938","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1939","Mongolia and Tibet","1938","Shandong Clique","Quarter 1, 1937",""
"2022/08/13 7:49:11 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1939","GEA (with or without Vietnam)","1937","Nobody","","","Nobody","","","Did not end","Yes, sided with USA","Early 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","","","No","No","Split between starting nations","Chile","1938","Did not happen","Bulgaria","1939","","","","","Did not end","No","Iraq;Hejaz;Kurdistan;Cyprus;Armenia;Tripolitania","Split between starting nations","No","Third Internationale","1939","Did not happen","Did not happen","Did not happen","Did not happen","1939","Did not happen","Did not happen","No","Nobody","","Nobody","Did not end","Nobody","Did not end","Nanjing Clique","Quarter 4, 1936",""
"2022/08/13 7:49:30 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1939","GEA (with or without Vietnam)","1937","Nobody","","","","","Nobody","Did not end","No","Late 1940","Nobody","Nobody","","","","","No","1940","","","","","1940","","1940","No","No","No","Socialist Republic of Italy","Chile","1938","Did not happen","The Pact","1937","The Cairo Pact","","","","1941","No","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","1940","1941","","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","Could not push into China","Nobody","Did not end","Mongolia and Tibet","1938","Nanjing Clique","Quarter 4, 1936",""
"2022/08/13 7:49:49 PM GMT+4","","Dev","miwaco","Yes","1941","2022-08-13","No","","Single-player","Carlists","1938","Indochina","1938","CSA","","","","","CSA","1939","No","Early 1940","Nobody","Nobody","","","","","No","1940","","","","","1941","","Did not join","","Yes, was repelled","No","Socialist Republic of Italy","Chile","1938","Did not happen","The Pact","1937","The Ottoman Empire","","","","1941","No","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","Did not happen","Did not happen","Did not happen","1941","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1938","Mongolia and Tibet","1938","Nanjing Clique","Quarter 4, 1936",""
